"","customerid","urban","frequency","menu","partysize","monthlybasepayment","tenure","monthlyaddons","rating","churn","churn_prediction","addons_prediction"
"259","cid0000259",0,"once-a-month","convenience",5,43.990002,19,3,4,0,0.0444389446372329,22.9738826162662
"260","cid0000260",1,"twice-a-week","ethnic",5,267.98999,1,0,3,1,0.27043389206694,17.5123333491515
"261","cid0000261",0,"twice-a-week","convenience",3,172.99001,53,9,3,0,0.0035860684877639,13.803194982621
"262","cid0000262",1,"once-a-month","ethnic",6,57.990002,15,3,4,0,0.167760317199328,25.037832029969
"263","cid0000263",1,"once-a-week","ethnic",3,144.99001,43,47,5,0,0.00198807657677019,28.9971828102365
"264","cid0000264",0,"twice-a-week","convenience",4,199.99001,4,29,5,0,0.0317959859749482,29.1707851790694
"265","cid0000265",0,"twice-a-week","convenience",4,199.99001,4,0,1,0,0.6314086974886,1.75407687673566
"266","cid0000266",0,"twice-a-week","convenience",5,222.99001,3,31,2,0,0.490421726952983,9.5932295598139
"267","cid0000267",1,"once-a-month","convenience",3,33.990002,44,0,2,0,0.0354306373880615,7.99695842609134
"268","cid0000268",0,"once-a-week","convenience",4,139.99001,45,0,3,0,0.00998374018889267,15.1948304603564
"269","cid0000269",0,"once-a-month","convenience",4,39.990002,8,0,3,0,0.136973876092972,15.3032950426346
"270","cid0000270",0,"once-a-month","convenience",4,39.990002,5,26,5,0,0.0268579265187046,29.0537904711632
"271","cid0000271",0,"once-a-month","convenience",4,39.990002,16,1,3,0,0.0795624662378403,15.1909183030035
"272","cid0000272",1,"once-a-week","convenience",5,155.99001,3,38,5,0,0.018235372890408,31.4885553120487
"273","cid0000273",1,"once-a-month","convenience",4,39.990002,1,0,2,0,0.176183218214974,9.57191191664953
"274","cid0000274",1,"once-a-month","convenience",3,33.990002,2,0,4,0,0.00852841967171737,22.2952904603216
"275","cid0000275",0,"twice-a-week","healthy",4,259.98999,2,2,4,0,0.0994692376323528,21.6122403681714
"276","cid0000276",1,"once-a-week","ethnic",2,117.99,16,0,4,0,0.00604704840699907,21.5513487158672
"277","cid0000277",0,"twice-a-week","convenience",4,199.99001,2,0,2,1,0.425945232618076,8.63634813722688
"278","cid0000278",0,"once-a-month","ethnic",4,47.990002,3,0,2,0,0.593966739194486,8.53172165574585
"279","cid0000279",1,"once-a-month","convenience",5,43.990002,7,18,5,0,0.0155759432741406,31.0210891037174
"280","cid0000280",1,"twice-a-week","convenience",4,199.99001,33,16,2,0,0.091705270841987,9.22535257357742
"281","cid0000281",1,"twice-a-week","ethnic",4,239.99001,22,0,2,0,0.240734453086191,9.39223881699544
"282","cid0000282",1,"once-a-month","ethnic",3,40.990002,3,17,5,0,0.00541967508675697,29.1477886698764
"283","cid0000283",1,"twice-a-week","convenience",5,222.99001,52,0,3,0,0.0392656341685902,16.7835634075779
"284","cid0000284",1,"once-a-month","ethnic",4,47.990002,5,0,1,1,0.588210263375844,2.67391469767576
"285","cid0000285",0,"once-a-month","convenience",4,39.990002,19,61,5,0,0.00943957416448153,28.8571311768087
"286","cid0000286",0,"once-a-month","convenience",6,47.990002,14,0,2,1,0.346220044464181,10.3066924424097
"287","cid0000287",1,"once-a-month","convenience",5,43.990002,33,0,2,0,0.145622397112427,10.093333473166
"288","cid0000288",0,"once-a-month","convenience",2,27.99,35,0,2,0,0.0272521197980546,6.12798944071431
"289","cid0000289",1,"once-a-week","ethnic",5,186.99001,2,0,5,0,0.0428274318243477,31.5149706309278
"290","cid0000290",1,"once-a-month","convenience",2,27.99,1,36,3,0,0.0147969329230795,14.4842319621511
"291","cid0000291",1,"once-a-month","convenience",5,43.990002,35,27,4,0,0.0204998405478842,23.7735934394251
"292","cid0000292",0,"once-a-month","convenience",3,33.990002,49,0,2,0,0.0133561551948517,6.90225866140076
"293","cid0000293",0,"twice-a-week","convenience",3,172.99001,24,29,4,0,0.0105270285303847,21.0647377393673
"294","cid0000294",1,"once-a-month","ethnic",5,52.990002,29,46,4,0,0.0544302499468687,23.8702442205736
"295","cid0000295",1,"once-a-month","convenience",4,39.990002,18,11,5,0,0.00427650116733554,29.8956425716837
"296","cid0000296",0,"once-a-month","ethnic",5,52.990002,4,43,3,0,0.445754104894495,16.3427801539163
"297","cid0000297",1,"once-a-month","ethnic",5,52.990002,1,37,3,1,0.251555739202892,17.4093857336991
"298","cid0000298",0,"once-a-week","convenience",4,139.99001,2,64,5,0,0.0353039505560524,29.5072095870405
"299","cid0000299",1,"once-a-month","healthy",2,35.990002,14,29,2,0,0.0448844913356708,6.71498076444474
"300","cid0000300",0,"twice-a-week","convenience",6,243.99001,1,0,2,0,0.61055552745833,10.5922522597626
"301","cid0000301",0,"twice-a-week","convenience",3,172.99001,3,42,3,0,0.138323873637406,14.5055496053155
"302","cid0000302",1,"twice-a-week","convenience",3,172.99001,8,0,1,0,0.275078301820653,1.75142429430032
"303","cid0000303",0,"once-a-month","convenience",5,43.990002,45,28,4,0,0.00641263795735106,22.608658212465
"304","cid0000304",1,"once-a-week","ethnic",2,117.99,49,0,3,0,0.0103108858055057,14.2336175893054
"305","cid0000305",0,"twice-a-week","ethnic",6,292.98999,30,0,2,0,0.288963834390105,10.197254805025
"306","cid0000306",1,"twice-a-week","convenience",2,140.99001,4,15,3,0,0.0150670612044083,14.5450383002418
"307","cid0000307",1,"once-a-month","convenience",3,33.990002,20,0,3,0,0.0188835317341854,15.1882657205681
"308","cid0000308",0,"once-a-month","healthy",3,44.990002,10,46,5,0,0.00971673201783364,27.2801645736304
"309","cid0000309",0,"once-a-month","convenience",3,33.990002,22,16,2,0,0.0952195991333288,7.28153015765579
"310","cid0000310",1,"twice-a-week","ethnic",3,206.99001,14,51,3,0,0.0551622989936119,15.3878641171691
"311","cid0000311",0,"once-a-month","convenience",3,33.990002,26,0,2,0,0.0720690629193017,7.22534178784023
"312","cid0000312",1,"once-a-month","convenience",4,39.990002,42,35,3,0,0.0222716208989729,15.8501582016235
"313","cid0000313",0,"once-a-month","convenience",2,27.99,11,8,4,0,0.014059642365993,20.1734738107745
"314","cid0000314",1,"once-a-month","convenience",4,39.990002,5,0,3,0,0.0572772251364549,16.3699006224174
"315","cid0000315",0,"once-a-month","convenience",5,43.990002,49,11,3,0,0.0111120406938028,15.698292767066
"316","cid0000316",1,"twice-a-week","ethnic",3,206.99001,23,32,2,0,0.142251471447333,8.40726320950064
"317","cid0000317",1,"twice-a-week","convenience",3,172.99001,5,43,3,0,0.0306269736759685,15.5019197228289
"318","cid0000318",1,"once-a-week","convenience",4,139.99001,4,39,2,0,0.17254640282753,9.94104847780358
"319","cid0000319",1,"once-a-week","convenience",2,97.989998,7,51,5,0,0.000800819753871162,28.5195813971104
"320","cid0000320",0,"once-a-week","convenience",2,97.989998,55,0,1,0,0.022080828756603,0
"321","cid0000321",1,"once-a-week","healthy",3,156.99001,5,8,5,0,0.00249432441498166,28.7861421768367
"322","cid0000322",1,"twice-a-week","convenience",3,172.99001,30,0,3,0,0.0160220176757045,15.1507424114816
"323","cid0000323",1,"twice-a-week","convenience",3,172.99001,19,0,4,0,0.00600805026179755,22.1594375040578
"324","cid0000324",0,"once-a-week","convenience",6,170.99001,7,0,1,0,0.663368010052364,3.96212285251917
"325","cid0000325",0,"once-a-month","convenience",3,33.990002,9,43,4,0,0.0292613771295789,21.1724965107232
"326","cid0000326",1,"once-a-month","convenience",4,39.990002,8,39,4,0,0.0174159433583721,23.1819364206392
"327","cid0000327",1,"once-a-month","convenience",3,33.990002,2,0,3,0,0.0300864025047832,15.4411133847382
"328","cid0000328",1,"once-a-week","convenience",2,97.989998,2,0,3,0,0.0152072145042332,14.881462708213
"329","cid0000329",0,"once-a-month","convenience",2,27.99,1,0,2,0,0.270423919374099,6.60559058414657
"330","cid0000330",0,"once-a-week","convenience",5,155.99001,28,24,4,1,0.0241857301961717,23.2587366226969
"331","cid0000331",1,"twice-a-week","convenience",3,172.99001,4,47,3,0,0.0314240452023451,15.5159668152828
"332","cid0000332",1,"once-a-month","ethnic",6,57.990002,4,10,2,0,0.616279351240253,11.4839958957949
"333","cid0000333",1,"once-a-month","healthy",4,51.990002,1,0,1,1,0.421266699023365,1.9852729208437
"334","cid0000334",1,"once-a-month","convenience",3,33.990002,29,0,4,0,0.00418653237386302,21.9160189640666
"335","cid0000335",0,"twice-a-week","healthy",6,317.98999,1,17,4,1,0.28211226011674,23.5681444907071
"336","cid0000336",1,"once-a-week","convenience",3,120.99,7,4,4,0,0.00789124318437977,22.6363328365679
"337","cid0000337",0,"twice-a-week","convenience",6,243.99001,27,30,5,0,0.0239067345793376,30.7895590827118
"338","cid0000338",1,"twice-a-week","healthy",5,289.98999,20,0,4,0,0.0356216279506828,23.3547855214634
"339","cid0000339",1,"once-a-week","convenience",5,155.99001,22,0,3,0,0.079765959749689,17.5133064042579
"340","cid0000340",1,"once-a-month","ethnic",6,57.990002,2,4,2,1,0.628740012105801,11.5120900807027
"341","cid0000341",1,"once-a-month","convenience",4,39.990002,6,45,4,0,0.018347030441205,23.210030605547
"342","cid0000342",0,"once-a-month","convenience",3,33.990002,15,39,4,0,0.0187519460747082,21.0882139559999
"343","cid0000343",0,"once-a-month","convenience",5,43.990002,40,0,2,0,0.0498966044822344,8.9705395235676
"344","cid0000344",1,"twice-a-week","ethnic",5,267.98999,21,0,2,0,0.377399754854123,10.3772144244902
"345","cid0000345",0,"once-a-month","convenience",3,33.990002,26,37,2,0,0.0720690629193017,7.22534178784023
"346","cid0000346",0,"once-a-month","convenience",2,27.99,4,28,5,0,0.00691092565434335,27.1259805335352
"347","cid0000347",0,"once-a-month","convenience",5,43.990002,23,36,3,0,0.0749045041192209,16.0635171708672
"348","cid0000348",0,"once-a-month","convenience",6,47.990002,20,0,4,0,0.0725910289802686,23.9307640388532
"349","cid0000349",0,"twice-a-week","convenience",4,199.99001,36,6,3,0,0.0204416621024478,15.0129240693781
"350","cid0000350",1,"twice-a-week","ethnic",5,267.98999,6,0,2,0,0.474303430886403,10.5879208112986
"351","cid0000351",1,"once-a-month","healthy",4,51.990002,1,0,2,1,0.186948432282,8.83944999642714
"352","cid0000352",1,"twice-a-week","ethnic",2,168.99001,5,33,4,0,0.00843556019605471,21.3975365097966
"353","cid0000353",0,"once-a-month","convenience",2,27.99,3,0,3,0,0.0836688819379932,13.4316734748222
"354","cid0000354",0,"once-a-month","convenience",3,33.990002,9,0,3,0,0.0844836326197641,14.3183194351398
"355","cid0000355",0,"once-a-month","healthy",3,44.990002,15,0,2,0,0.161467554871708,6.64739788461064
"356","cid0000356",1,"once-a-month","convenience",4,39.990002,4,51,2,0,0.164933605024252,9.52977063928785
"357","cid0000357",1,"twice-a-week","healthy",4,259.98999,5,44,3,1,0.067201265456661,15.7403863176474
"358","cid0000358",0,"twice-a-week","convenience",4,199.99001,23,63,5,0,0.00769640215324327,28.9038904224455
"359","cid0000359",0,"twice-a-week","ethnic",5,267.98999,1,62,4,1,0.320736952233651,23.3420461223138
"360","cid0000360",0,"once-a-month","convenience",2,27.99,8,43,4,0,0.0175944977284101,20.2156150881362
"361","cid0000361",1,"once-a-month","convenience",3,33.990002,2,51,5,0,0.00237960401206369,29.149467535905
"362","cid0000362",1,"once-a-month","ethnic",4,47.990002,11,41,5,0,0.011984764910197,30.0063404452862
"363","cid0000363",0,"once-a-month","convenience",2,27.99,5,38,3,0,0.07273453146048,13.4035792899144
"364","cid0000364",1,"once-a-month","convenience",5,43.990002,2,0,2,0,0.279408819517532,10.5287933392365
"365","cid0000365",1,"twice-a-week","ethnic",3,206.99001,4,0,3,0,0.0707263578608349,15.528335041708
"366","cid0000366",0,"once-a-month","healthy",6,62.990002,29,0,1,1,0.273979949352484,2.50934705979548
"367","cid0000367",0,"twice-a-week","ethnic",4,239.99001,47,0,1,0,0.1329416798089,1.16242012764362
"368","cid0000368",0,"once-a-month","convenience",3,33.990002,20,0,2,0,0.10913633877549,7.30962434256357
"369","cid0000369",1,"once-a-month","ethnic",5,52.990002,2,5,2,1,0.476335855901255,10.5411615656618
"370","cid0000370",0,"twice-a-week","convenience",3,172.99001,3,43,4,0,0.0498244941828559,21.359726680899
"371","cid0000371",1,"once-a-month","convenience",5,43.990002,33,0,3,0,0.057786541498817,16.9475105487494
"372","cid0000372",0,"once-a-month","healthy",2,35.990002,31,33,4,0,0.00334494221321208,19.1600700414744
"373","cid0000373",1,"once-a-month","convenience",4,39.990002,34,16,4,0,0.00881727594718993,22.816712016838
"374","cid0000374",1,"once-a-month","healthy",5,57.990002,21,50,4,0,0.0315857025069569,23.2377908135571
"375","cid0000375",1,"twice-a-week","convenience",3,172.99001,8,31,3,0,0.0283515341454072,15.4597784454672
"376","cid0000376",1,"once-a-month","convenience",5,43.990002,48,66,5,0,0.00530683875450572,30.4451583131079
"377","cid0000377",0,"once-a-month","convenience",5,43.990002,3,0,1,1,0.673068812021017,2.63610486877809
"378","cid0000378",1,"once-a-month","convenience",4,39.990002,3,0,2,1,0.168618026304268,9.54381773174174
"379","cid0000379",1,"once-a-month","ethnic",3,40.990002,37,0,1,0,0.272261308434947,1.25347922411037
"380","cid0000380",1,"once-a-month","ethnic",4,47.990002,25,21,4,0,0.0258090110149332,22.9555040753483
"381","cid0000381",0,"twice-a-week","convenience",5,222.99001,15,25,2,0,0.278925910528333,9.42466445036722
"382","cid0000382",0,"once-a-month","convenience",5,43.990002,46,16,2,0,0.0322218893510212,8.88625696884425
"383","cid0000383",0,"once-a-month","healthy",6,62.990002,47,13,4,0,0.010708866151433,22.8190306223758
"384","cid0000384",0,"once-a-month","convenience",2,27.99,44,49,5,0,0.000333352552581835,26.5640968353796
"385","cid0000385",1,"twice-a-week","healthy",5,289.98999,3,0,1,0,0.55442862859209,3.03105486642921
"386","cid0000386",1,"once-a-month","healthy",4,51.990002,2,17,5,0,0.00700824639846077,29.3879341307236
"387","cid0000387",0,"once-a-month","convenience",5,43.990002,3,5,4,0,0.135535276079868,23.1986360955284
"388","cid0000388",1,"once-a-month","convenience",4,39.990002,5,15,3,0,0.0572772251364549,16.3699006224174
"389","cid0000389",1,"once-a-month","ethnic",3,40.990002,1,56,3,0,0.0695287904151005,15.4675287036173
"390","cid0000390",0,"once-a-month","convenience",3,33.990002,3,0,3,0,0.127061768581336,14.4026019898631
"391","cid0000391",1,"once-a-month","ethnic",4,47.990002,14,14,4,0,0.0342499375740985,23.1100220923411
"392","cid0000392",1,"once-a-month","ethnic",3,40.990002,1,30,5,0,0.0057131495116997,29.1758828547842
"393","cid0000393",1,"once-a-month","convenience",5,43.990002,15,18,4,0,0.0343457260692634,24.0545352885029
"394","cid0000394",0,"once-a-month","convenience",5,43.990002,16,1,4,0,0.0551842178852481,23.0160238936278
"395","cid0000395",0,"once-a-month","ethnic",5,52.990002,24,0,3,0,0.149698102888936,16.0618383048385
"396","cid0000396",0,"once-a-month","ethnic",2,32.990002,6,27,4,0,0.0466265600050522,20.2560774994692
"397","cid0000397",0,"once-a-month","convenience",2,27.99,2,0,5,0,0.00803561404061476,27.154074718443
"398","cid0000398",1,"once-a-month","convenience",5,43.990002,2,0,1,0,0.518672236853055,3.67461626365311
"399","cid0000399",0,"once-a-week","ethnic",3,144.99001,14,6,2,0,0.323681411785413,7.81755296222787
"400","cid0000400",0,"once-a-week","convenience",5,155.99001,14,0,2,1,0.285474163311374,9.74704176588446
"401","cid0000401",1,"once-a-month","healthy",4,51.990002,9,50,5,0,0.00582798576500266,29.2896044835463
"402","cid0000402",0,"once-a-month","convenience",6,47.990002,3,30,4,0,0.221612706452147,24.1695646105693
"403","cid0000403",1,"twice-a-week","convenience",2,140.99001,1,0,3,0,0.0162941940782334,14.5871795776035
"404","cid0000404",0,"twice-a-week","ethnic",3,206.99001,4,13,5,0,0.0359059353390113,28.2122248904537
"405","cid0000405",1,"once-a-month","convenience",2,27.99,3,42,3,0,0.0140434311181279,14.4561377772434
"406","cid0000406",0,"once-a-month","healthy",3,44.990002,8,39,3,0,0.0966938296315303,13.5999046073713
"407","cid0000407",1,"once-a-month","convenience",5,43.990002,7,14,3,0,0.108893865494786,17.3127349525505
"408","cid0000408",1,"once-a-month","healthy",4,51.990002,9,0,2,0,0.156820169902116,8.72707325679602
"409","cid0000409",1,"twice-a-week","ethnic",3,206.99001,3,0,1,1,0.504058659628257,1.834027982995
"410","cid0000410",1,"once-a-month","convenience",5,43.990002,1,14,4,0,0.0490267258349652,24.2511945828573
"411","cid0000411",0,"once-a-month","convenience",3,33.990002,16,0,5,0,0.00575255158764679,27.9283439391294
"412","cid0000412",1,"twice-a-week","convenience",5,222.99001,10,0,2,0,0.257002872757239,10.5193642150578
"413","cid0000413",0,"once-a-month","ethnic",3,40.990002,3,0,1,1,0.761912572602297,0.706616065121498
"414","cid0000414",1,"once-a-week","ethnic",4,167.99001,49,0,1,0,0.319558739268271,2.46712046822032
"415","cid0000415",0,"twice-a-week","convenience",2,140.99001,7,46,4,0,0.0208659154135643,20.3326097960425
"416","cid0000416",1,"twice-a-week","healthy",3,224.99001,42,38,3,0,0.0125754215815721,14.2497153818125
"417","cid0000417",0,"once-a-month","convenience",2,27.99,20,30,4,0,0.00714695796305212,20.0470499786895
"418","cid0000418",1,"twice-a-week","convenience",5,222.99001,2,17,2,0,0.299540668030263,10.6317409546889
"419","cid0000419",1,"once-a-month","ethnic",4,47.990002,6,14,4,0,0.0420030836879595,23.2223988319722
"420","cid0000420",0,"once-a-week","healthy",3,156.99001,3,0,2,1,0.335906585439219,7.22724083257305
"421","cid0000421",0,"twice-a-week","convenience",6,243.99001,2,0,1,0,0.750587948708182,3.72402809172527
"422","cid0000422",0,"once-a-month","convenience",5,43.990002,2,10,5,0,0.0669041126340972,30.0668602635657
"423","cid0000423",1,"once-a-month","convenience",5,43.990002,16,0,3,0,0.0878059485248289,17.1863111204655
"424","cid0000424",1,"once-a-month","convenience",5,43.990002,1,48,3,0,0.125318563882104,17.3970175072739
"425","cid0000425",0,"twice-a-week","healthy",3,224.99001,1,0,1,1,0.653126359839614,0.0928277188340329
"426","cid0000426",0,"once-a-month","ethnic",3,40.990002,5,50,4,0,0.0874405407130171,21.241053106964
"427","cid0000427",1,"once-a-month","convenience",4,39.990002,29,2,5,0,0.00319809171725779,29.7411245546909
"428","cid0000428",1,"once-a-month","convenience",3,33.990002,4,0,3,0,0.0285769011940846,15.4130191998304
"429","cid0000429",1,"once-a-week","ethnic",5,186.99001,2,0,2,1,0.489889893837334,10.9524394041775
"430","cid0000430",0,"twice-a-week","ethnic",3,206.99001,36,0,1,0,0.223486923869747,0.3460096295955
"431","cid0000431",1,"once-a-month","ethnic",4,47.990002,27,57,3,0,0.0736773430409484,16.0732328148571
