customerid,urban,frequency,menu,partysize,monthlybasepayment,tenure,monthlyaddons,rating,churn
cid0000417,0,once-a-month,convenience,2,27.99,20,30,4,0
cid0000418,1,twice-a-week,convenience,5,222.99001,2,17,2,0
cid0000419,1,once-a-month,ethnic,4,47.990002,6,14,4,0
cid0000420,0,once-a-week,healthy,3,156.99001,3,0,2,1
cid0000421,0,twice-a-week,convenience,6,243.99001,2,0,1,0
cid0000422,0,once-a-month,convenience,5,43.990002,2,10,5,0
cid0000423,1,once-a-month,convenience,5,43.990002,16,0,3,0
cid0000424,1,once-a-month,convenience,5,43.990002,1,48,3,0
cid0000425,0,twice-a-week,healthy,3,224.99001,1,0,1,1
cid0000426,0,once-a-month,ethnic,3,40.990002,5,50,4,0
cid0000427,1,once-a-month,convenience,4,39.990002,29,2,5,0
cid0000428,1,once-a-month,convenience,3,33.990002,4,0,3,0
cid0000429,1,once-a-week,ethnic,5,186.99001,2,0,2,1
cid0000430,0,twice-a-week,ethnic,3,206.99001,36,0,1,0
cid0000431,1,once-a-month,ethnic,4,47.990002,27,57,3,0
cid0000432,0,once-a-month,convenience,2,27.99,1,25,3,0
cid0000433,0,once-a-month,convenience,5,43.990002,3,0,2,0
cid0000434,1,once-a-month,convenience,6,47.990002,36,20,3,0
cid0000435,0,once-a-month,convenience,4,39.990002,2,0,1,1
cid0000436,1,once-a-month,healthy,6,62.990002,48,0,1,0
cid0000437,1,once-a-month,convenience,5,43.990002,16,0,2,1
cid0000438,1,twice-a-week,convenience,2,140.99001,50,0,4,0
cid0000439,0,once-a-week,healthy,4,181.99001,5,8,2,0
cid0000440,1,twice-a-week,convenience,4,199.99001,31,47,2,1
cid0000441,1,twice-a-week,ethnic,4,239.99001,15,0,4,0
cid0000442,1,once-a-week,convenience,4,139.99001,1,51,5,0
cid0000443,1,twice-a-week,convenience,5,222.99001,22,52,4,0
cid0000444,1,once-a-month,convenience,4,39.990002,30,0,1,0
cid0000445,0,twice-a-week,healthy,3,224.99001,10,0,2,0
cid0000446,1,once-a-month,healthy,3,44.990002,23,11,3,0
cid0000447,0,once-a-week,ethnic,4,167.99001,1,0,2,0
cid0000448,0,once-a-month,convenience,5,43.990002,17,0,1,0
cid0000449,1,once-a-month,healthy,6,62.990002,32,0,2,1
cid0000450,0,once-a-week,convenience,6,170.99001,12,0,1,1
cid0000451,1,once-a-month,ethnic,4,47.990002,7,48,4,0
cid0000452,1,once-a-week,convenience,6,170.99001,6,0,4,0
cid0000453,0,once-a-month,convenience,4,39.990002,1,57,4,0
cid0000454,1,twice-a-week,convenience,6,243.99001,5,0,1,0
cid0000455,0,once-a-month,convenience,3,33.990002,7,4,4,0
cid0000456,1,twice-a-week,healthy,3,224.99001,6,23,4,0
cid0000457,1,once-a-month,convenience,3,33.990002,34,0,2,0
cid0000458,0,once-a-week,convenience,2,97.989998,11,0,3,0
cid0000459,1,once-a-month,convenience,5,43.990002,7,2,4,0
cid0000460,1,twice-a-week,convenience,4,199.99001,5,0,5,0
cid0000461,0,once-a-month,convenience,3,33.990002,2,0,1,0
cid0000462,1,once-a-month,convenience,5,43.990002,3,0,2,0
cid0000463,1,once-a-month,ethnic,4,47.990002,3,45,4,0
cid0000464,1,once-a-month,convenience,6,47.990002,2,55,5,0
cid0000465,0,twice-a-week,healthy,3,224.99001,4,0,2,0
cid0000466,0,once-a-month,convenience,2,27.99,23,0,1,0
cid0000467,1,twice-a-week,convenience,2,140.99001,23,1,5,0
cid0000468,0,once-a-month,convenience,2,27.99,6,0,2,0
cid0000469,0,once-a-month,healthy,5,57.990002,2,0,2,0
cid0000470,0,once-a-month,convenience,2,27.99,3,0,1,0
cid0000471,1,twice-a-week,convenience,3,172.99001,3,0,2,0
cid0000472,1,once-a-month,convenience,5,43.990002,26,0,2,0
cid0000473,0,once-a-month,convenience,3,33.990002,3,0,1,1
cid0000474,0,twice-a-week,convenience,2,140.99001,1,22,4,0
cid0000475,1,once-a-month,healthy,4,51.990002,2,0,2,0
cid0000476,0,once-a-month,convenience,5,43.990002,2,32,5,0
cid0000477,1,once-a-week,convenience,3,120.99,1,23,2,0
cid0000478,1,once-a-week,convenience,3,120.99,36,34,2,0
cid0000479,1,once-a-month,convenience,2,27.99,38,30,3,0
cid0000480,1,twice-a-week,convenience,2,140.99001,18,20,3,0
cid0000481,0,once-a-month,convenience,4,39.990002,4,0,2,0
cid0000482,1,once-a-week,healthy,3,156.99001,2,16,5,0
cid0000483,0,once-a-month,convenience,2,27.99,53,0,3,0
cid0000484,0,once-a-month,convenience,2,27.99,2,23,2,1
cid0000485,0,once-a-month,convenience,5,43.990002,3,0,4,0
cid0000486,0,twice-a-week,convenience,5,222.99001,17,0,1,1
cid0000487,0,once-a-month,convenience,4,39.990002,2,0,4,0
cid0000488,1,once-a-month,healthy,2,35.990002,3,0,2,0
cid0000489,0,once-a-month,convenience,3,33.990002,1,12,3,0
cid0000490,1,once-a-month,convenience,3,33.990002,3,6,5,0
cid0000491,0,once-a-month,convenience,5,43.990002,3,42,4,0
cid0000492,1,once-a-week,convenience,5,155.99001,16,38,5,0
cid0000493,1,once-a-month,convenience,3,33.990002,7,21,3,0
cid0000494,1,twice-a-week,healthy,6,317.98999,1,29,5,0
cid0000495,1,once-a-month,ethnic,5,52.990002,23,47,3,0
cid0000496,1,once-a-month,convenience,3,33.990002,26,0,5,0
cid0000497,1,once-a-month,convenience,3,33.990002,3,14,3,0
cid0000498,1,once-a-month,ethnic,3,40.990002,20,11,4,0
cid0000499,1,once-a-month,convenience,5,43.990002,51,0,4,0
cid0000500,1,once-a-month,convenience,4,39.990002,27,47,4,0
cid0000501,1,once-a-month,convenience,4,39.990002,6,0,2,1
cid0000502,0,twice-a-week,ethnic,6,292.98999,13,36,4,0
cid0000503,1,once-a-week,convenience,2,97.989998,40,45,4,0
cid0000504,0,once-a-month,convenience,5,43.990002,7,0,3,0
cid0000505,0,once-a-week,ethnic,5,186.99001,3,0,2,1
cid0000506,0,twice-a-week,convenience,3,172.99001,1,0,2,0
cid0000507,1,once-a-month,convenience,5,43.990002,1,26,5,0
cid0000508,0,once-a-month,convenience,2,27.99,44,0,2,0
cid0000509,1,once-a-month,convenience,5,43.990002,10,0,3,0
cid0000510,0,once-a-week,ethnic,3,144.99001,2,0,2,1
cid0000511,0,once-a-month,healthy,4,51.990002,5,0,1,1
cid0000512,1,twice-a-week,convenience,4,199.99001,3,30,1,1
cid0000513,1,once-a-month,ethnic,6,57.990002,7,58,5,0
cid0000514,1,once-a-month,healthy,5,57.990002,40,0,1,0
cid0000515,0,once-a-month,convenience,4,39.990002,10,0,1,0
cid0000516,1,once-a-month,ethnic,5,52.990002,28,31,4,0
cid0000517,1,once-a-month,convenience,4,39.990002,17,65,5,0
cid0000518,0,once-a-month,convenience,6,47.990002,50,0,2,0
cid0000519,0,once-a-month,convenience,5,43.990002,12,22,2,1
cid0000520,0,once-a-month,convenience,4,39.990002,6,7,2,0
cid0000521,0,once-a-month,ethnic,3,40.990002,6,0,2,0
cid0000522,0,twice-a-week,convenience,4,199.99001,7,34,2,0
cid0000523,1,once-a-month,convenience,3,33.990002,4,44,3,0
cid0000524,0,once-a-month,ethnic,3,40.990002,49,45,4,0
cid0000525,0,once-a-month,convenience,3,33.990002,3,42,5,0
cid0000526,0,once-a-week,convenience,4,139.99001,8,53,4,0
cid0000527,0,once-a-month,convenience,6,47.990002,2,37,5,0
cid0000528,1,once-a-week,convenience,3,120.99,23,34,4,0
cid0000529,0,once-a-week,convenience,4,139.99001,3,0,4,0
cid0000530,1,once-a-week,ethnic,4,167.99001,7,0,3,0
cid0000531,1,twice-a-week,convenience,2,140.99001,42,0,1,0
cid0000532,0,once-a-month,healthy,5,57.990002,15,0,3,0
cid0000533,0,once-a-month,convenience,4,39.990002,2,0,4,0
cid0000534,0,once-a-month,ethnic,5,52.990002,6,62,4,0
cid0000535,0,once-a-month,ethnic,3,40.990002,4,18,4,0
cid0000536,1,once-a-month,ethnic,4,47.990002,5,38,3,0
cid0000537,1,once-a-month,healthy,5,57.990002,22,28,5,0
cid0000538,1,once-a-month,convenience,3,33.990002,31,0,3,0
cid0000539,1,twice-a-week,convenience,2,140.99001,2,8,4,0
cid0000540,0,once-a-month,convenience,4,39.990002,1,0,3,1
cid0000541,1,once-a-month,ethnic,4,47.990002,6,32,2,0
cid0000542,1,twice-a-week,convenience,4,199.99001,17,0,2,0
cid0000543,1,once-a-month,convenience,4,39.990002,2,0,1,0
cid0000544,1,once-a-month,convenience,4,39.990002,5,0,5,0
cid0000545,1,twice-a-week,convenience,2,140.99001,31,14,5,0
cid0000546,1,once-a-month,ethnic,2,32.990002,3,48,4,0
cid0000547,1,twice-a-week,healthy,3,224.99001,25,44,5,0
cid0000548,1,once-a-month,ethnic,3,40.990002,4,50,3,0
cid0000549,1,once-a-month,convenience,5,43.990002,2,0,3,0
cid0000550,1,twice-a-week,convenience,4,199.99001,2,0,4,0
cid0000551,1,once-a-month,convenience,3,33.990002,2,0,3,0
cid0000552,1,twice-a-week,convenience,2,140.99001,1,42,4,0
cid0000553,0,once-a-month,convenience,3,33.990002,39,0,1,0
cid0000554,0,once-a-month,convenience,3,33.990002,43,50,3,0
cid0000555,1,once-a-month,convenience,4,39.990002,7,6,3,0
cid0000556,1,once-a-month,healthy,3,44.990002,44,0,3,0
cid0000557,1,twice-a-week,convenience,2,140.99001,2,15,3,0
cid0000558,0,once-a-month,healthy,3,44.990002,28,1,3,0
cid0000559,0,once-a-month,healthy,4,51.990002,3,49,4,0
cid0000560,0,once-a-month,convenience,4,39.990002,22,0,1,0
cid0000561,1,twice-a-week,convenience,5,222.99001,3,43,2,0
cid0000562,0,twice-a-week,convenience,3,172.99001,14,0,3,0
cid0000563,1,twice-a-week,convenience,2,140.99001,4,27,5,0
cid0000564,1,once-a-month,convenience,2,27.99,3,29,3,0
cid0000565,0,once-a-month,convenience,5,43.990002,47,0,2,0
cid0000566,0,once-a-month,convenience,4,39.990002,3,8,2,0
cid0000567,0,once-a-month,convenience,4,39.990002,2,49,3,0
cid0000568,1,once-a-month,convenience,5,43.990002,7,0,2,1
cid0000569,1,once-a-month,convenience,3,33.990002,2,0,4,0
cid0000570,1,twice-a-week,convenience,4,199.99001,10,21,4,0
cid0000571,1,once-a-week,convenience,3,120.99,6,0,2,0
cid0000572,1,once-a-week,convenience,6,170.99001,7,1,4,1
cid0000573,1,once-a-month,convenience,4,39.990002,4,19,4,0
cid0000574,1,twice-a-week,convenience,3,172.99001,26,44,2,0
cid0000575,1,once-a-month,ethnic,5,52.990002,23,0,4,0
cid0000576,0,once-a-month,ethnic,4,47.990002,1,0,1,1
cid0000577,0,twice-a-week,healthy,4,259.98999,20,10,3,0
cid0000578,1,once-a-month,convenience,4,39.990002,20,35,2,0
cid0000579,1,twice-a-week,ethnic,5,267.98999,4,30,4,0
cid0000580,1,once-a-month,convenience,3,33.990002,32,55,5,0
cid0000581,0,once-a-month,convenience,3,33.990002,39,16,2,0
cid0000582,0,once-a-month,convenience,4,39.990002,35,34,2,0
cid0000583,1,once-a-month,convenience,2,27.99,2,18,4,0
cid0000584,0,once-a-month,convenience,5,43.990002,14,0,4,1
cid0000585,0,once-a-month,convenience,5,43.990002,47,0,5,0
cid0000586,1,once-a-month,ethnic,3,40.990002,7,0,1,0
cid0000587,0,once-a-month,ethnic,4,47.990002,13,52,4,0
cid0000588,0,once-a-month,convenience,4,39.990002,11,50,3,0
cid0000589,1,once-a-month,convenience,2,27.99,4,0,1,1
cid0000590,1,once-a-month,convenience,2,27.99,38,0,3,0
cid0000591,0,once-a-month,convenience,5,43.990002,2,55,3,0
cid0000592,0,once-a-month,ethnic,4,47.990002,1,0,2,1
cid0000593,1,once-a-month,convenience,4,39.990002,2,0,3,0
cid0000594,1,once-a-month,convenience,5,43.990002,1,0,1,1
cid0000595,1,once-a-month,convenience,5,43.990002,8,19,2,0
cid0000596,1,once-a-month,convenience,2,27.99,14,22,4,0
cid0000597,1,once-a-month,convenience,6,47.990002,3,3,2,0
cid0000598,1,once-a-month,ethnic,3,40.990002,10,0,1,0
cid0000599,0,once-a-month,convenience,2,27.99,2,12,3,0
cid0000600,1,once-a-month,convenience,5,43.990002,6,0,1,0
cid0000601,1,once-a-month,healthy,6,62.990002,10,50,5,0
cid0000602,0,once-a-month,convenience,5,43.990002,5,0,1,1
cid0000603,0,twice-a-week,convenience,4,199.99001,13,0,3,0
cid0000604,0,once-a-month,healthy,5,57.990002,35,3,4,0
cid0000605,0,once-a-month,convenience,4,39.990002,3,0,2,0
cid0000606,0,once-a-month,ethnic,4,47.990002,3,61,5,0
cid0000607,0,twice-a-week,ethnic,5,267.98999,1,28,4,1
cid0000608,0,once-a-week,convenience,2,97.989998,2,0,1,0
cid0000609,0,twice-a-week,convenience,6,243.99001,9,44,4,0
cid0000610,0,twice-a-week,ethnic,5,267.98999,2,0,1,1
cid0000611,1,once-a-week,ethnic,6,204.99001,16,56,5,0
cid0000612,0,once-a-month,convenience,5,43.990002,6,0,2,0
cid0000613,1,once-a-month,convenience,4,39.990002,15,0,4,0
cid0000614,1,twice-a-week,convenience,5,222.99001,1,56,3,0
cid0000615,1,once-a-week,convenience,5,155.99001,41,0,3,0
cid0000616,1,twice-a-week,convenience,4,199.99001,1,0,1,1
cid0000617,0,twice-a-week,convenience,4,199.99001,1,0,4,0
cid0000618,0,once-a-month,convenience,5,43.990002,1,0,3,0
cid0000619,1,once-a-week,healthy,6,221.99001,53,0,1,1
cid0000620,0,once-a-month,healthy,4,51.990002,5,0,2,0
cid0000621,1,once-a-month,convenience,2,27.99,1,0,3,0
cid0000622,0,once-a-month,healthy,3,44.990002,7,20,4,0
cid0000623,1,twice-a-week,healthy,3,224.99001,3,0,3,0
cid0000624,0,once-a-month,convenience,6,47.990002,1,0,1,1
cid0000625,1,once-a-month,convenience,6,47.990002,17,34,1,0
cid0000626,1,once-a-week,ethnic,5,186.99001,39,39,2,0
cid0000627,1,once-a-month,convenience,5,43.990002,7,0,1,0
cid0000628,1,once-a-month,convenience,4,39.990002,13,0,2,0
cid0000629,1,once-a-week,convenience,3,120.99,6,0,3,0
cid0000630,0,twice-a-week,convenience,3,172.99001,3,0,4,0
cid0000631,0,once-a-week,convenience,4,139.99001,28,0,5,0
cid0000632,1,once-a-month,convenience,6,47.990002,27,0,1,0
cid0000633,0,once-a-month,convenience,5,43.990002,36,0,1,0
cid0000634,0,once-a-month,ethnic,4,47.990002,5,21,1,1
cid0000635,0,once-a-month,healthy,4,51.990002,19,0,2,0
cid0000636,0,once-a-week,convenience,6,170.99001,36,0,2,0
cid0000637,1,twice-a-week,convenience,6,243.99001,3,34,1,1
cid0000638,1,twice-a-week,convenience,3,172.99001,4,4,2,0
cid0000639,0,twice-a-week,healthy,5,289.98999,1,34,3,0
cid0000640,1,once-a-month,convenience,3,33.990002,2,6,5,0
cid0000641,0,twice-a-week,convenience,4,199.99001,2,49,5,0
cid0000642,0,once-a-month,convenience,5,43.990002,34,0,1,1
cid0000643,1,once-a-month,convenience,4,39.990002,10,58,4,0
cid0000644,0,once-a-week,convenience,4,139.99001,13,0,2,1
cid0000645,0,twice-a-week,convenience,2,140.99001,13,29,3,0
cid0000646,0,twice-a-week,convenience,2,140.99001,5,0,3,0
cid0000647,0,twice-a-week,healthy,3,224.99001,14,0,4,0
cid0000648,0,once-a-month,convenience,3,33.990002,30,0,2,0
cid0000649,1,twice-a-week,convenience,6,243.99001,2,0,1,1
cid0000650,0,once-a-month,convenience,3,33.990002,39,0,1,0
cid0000651,1,once-a-month,convenience,3,33.990002,5,12,5,0
cid0000652,1,once-a-week,convenience,3,120.99,36,0,1,0
cid0000653,1,once-a-month,ethnic,2,32.990002,5,12,4,0
cid0000654,0,once-a-month,convenience,3,33.990002,1,33,4,1
cid0000655,1,once-a-month,convenience,5,43.990002,1,0,1,1
cid0000656,0,twice-a-week,convenience,5,222.99001,5,6,3,0
cid0000657,1,once-a-month,healthy,3,44.990002,1,20,3,0
cid0000658,0,once-a-month,convenience,5,43.990002,10,25,4,0
cid0000659,0,once-a-month,convenience,2,27.99,2,0,2,0
cid0000660,0,twice-a-week,convenience,4,199.99001,4,0,5,0
cid0000661,0,once-a-month,ethnic,5,52.990002,5,0,3,1
cid0000662,0,once-a-month,ethnic,4,47.990002,23,0,2,0
cid0000663,1,once-a-month,healthy,5,57.990002,5,36,4,0
cid0000664,1,twice-a-week,convenience,6,243.99001,3,0,1,0
cid0000665,1,once-a-week,convenience,3,120.99,3,0,1,1
cid0000666,0,once-a-month,convenience,3,33.990002,2,0,4,0
cid0000667,1,once-a-month,convenience,2,27.99,28,0,4,0
cid0000668,0,once-a-month,ethnic,2,32.990002,20,22,3,0
cid0000669,0,once-a-month,convenience,3,33.990002,23,8,4,0
cid0000670,1,twice-a-week,convenience,6,243.99001,2,0,2,0
cid0000671,0,once-a-month,convenience,2,27.99,3,11,3,0
cid0000672,0,twice-a-week,convenience,5,222.99001,26,0,4,0
cid0000673,0,once-a-month,healthy,4,51.990002,31,36,2,0
cid0000674,1,once-a-week,ethnic,3,144.99001,16,16,4,0
cid0000675,1,twice-a-week,convenience,6,243.99001,4,61,4,0
cid0000676,0,once-a-month,ethnic,4,47.990002,1,0,4,0
cid0000677,1,once-a-month,convenience,6,47.990002,10,34,4,0
cid0000678,0,once-a-month,convenience,3,33.990002,13,0,1,0
cid0000679,0,once-a-month,convenience,6,47.990002,2,42,5,0
cid0000680,1,once-a-month,convenience,6,47.990002,6,24,5,0
cid0000681,0,once-a-month,convenience,2,27.99,7,34,3,0
cid0000682,1,once-a-month,convenience,5,43.990002,5,39,4,0
cid0000683,0,once-a-month,convenience,3,33.990002,3,55,5,0
cid0000684,0,twice-a-week,healthy,5,289.98999,8,0,4,0
cid0000685,1,once-a-month,ethnic,4,47.990002,4,5,2,0
cid0000686,0,twice-a-week,ethnic,3,206.99001,22,0,4,0
cid0000687,1,once-a-month,convenience,2,27.99,34,44,5,0
cid0000688,1,once-a-month,convenience,4,39.990002,32,3,5,0
cid0000689,0,once-a-week,convenience,5,155.99001,2,0,2,0
cid0000690,0,once-a-month,ethnic,6,57.990002,31,0,2,0
cid0000691,1,once-a-month,convenience,5,43.990002,17,18,3,0
cid0000692,0,once-a-month,ethnic,5,52.990002,1,44,3,0
cid0000693,1,once-a-month,convenience,3,33.990002,20,0,4,0
cid0000694,1,once-a-month,convenience,4,39.990002,1,0,2,0
cid0000695,1,once-a-month,ethnic,5,52.990002,2,0,2,0
cid0000696,1,once-a-week,ethnic,4,167.99001,4,56,3,0
cid0000697,1,once-a-month,convenience,5,43.990002,33,36,4,0
cid0000698,0,once-a-month,convenience,4,39.990002,2,39,5,0
cid0000699,1,once-a-month,convenience,4,39.990002,4,0,2,0
cid0000700,0,once-a-month,convenience,3,33.990002,4,20,5,0
cid0000701,0,once-a-month,healthy,5,57.990002,6,18,3,0
cid0000702,1,twice-a-week,convenience,4,199.99001,9,0,2,1
cid0000703,1,once-a-month,convenience,4,39.990002,2,0,3,0
cid0000704,0,once-a-week,ethnic,3,144.99001,13,25,4,0
cid0000705,1,once-a-month,convenience,5,43.990002,47,39,3,0
cid0000706,1,twice-a-week,ethnic,4,239.99001,39,54,5,0
cid0000707,1,once-a-week,convenience,3,120.99,28,0,2,0
cid0000708,0,twice-a-week,convenience,6,243.99001,3,48,3,0
cid0000709,0,twice-a-week,ethnic,3,206.99001,2,0,3,1
cid0000710,0,twice-a-week,healthy,3,224.99001,2,0,1,1
cid0000711,1,once-a-month,healthy,3,44.990002,2,44,4,0
cid0000712,1,twice-a-week,convenience,5,222.99001,4,59,4,0
cid0000713,1,twice-a-week,convenience,5,222.99001,25,7,5,0
cid0000714,0,once-a-month,ethnic,3,40.990002,41,18,5,0
cid0000715,1,once-a-month,convenience,3,33.990002,15,23,3,0
cid0000716,0,once-a-week,convenience,2,97.989998,27,39,3,0
cid0000717,0,twice-a-week,convenience,3,172.99001,7,0,3,0
cid0000718,0,twice-a-week,ethnic,4,239.99001,2,8,5,0
cid0000719,0,once-a-month,convenience,3,33.990002,1,0,5,0
cid0000720,1,once-a-month,convenience,6,47.990002,7,0,2,0
cid0000721,1,once-a-month,convenience,3,33.990002,33,41,2,0
cid0000722,1,twice-a-week,convenience,6,243.99001,7,0,3,1
cid0000723,1,once-a-month,ethnic,3,40.990002,1,0,2,1
cid0000724,0,once-a-month,healthy,4,51.990002,9,9,3,0
cid0000725,0,once-a-month,convenience,5,43.990002,6,51,5,0
cid0000726,1,once-a-month,convenience,2,27.99,30,5,5,0
cid0000727,1,once-a-month,convenience,3,33.990002,2,57,3,0
cid0000728,1,once-a-week,convenience,3,120.99,2,0,1,1
cid0000729,0,twice-a-week,ethnic,4,239.99001,1,0,3,0
cid0000730,1,once-a-month,healthy,4,51.990002,52,5,3,0
cid0000731,1,once-a-month,convenience,2,27.99,14,49,3,0
cid0000732,1,once-a-month,convenience,4,39.990002,5,40,4,0
cid0000733,0,once-a-month,convenience,4,39.990002,2,14,4,0
cid0000734,0,once-a-month,ethnic,5,52.990002,4,34,3,1
cid0000735,1,once-a-week,convenience,6,170.99001,1,70,4,0
cid0000736,1,twice-a-week,healthy,2,182.99001,7,0,3,0
cid0000737,0,once-a-month,convenience,6,47.990002,8,18,3,0
cid0000738,0,twice-a-week,convenience,2,140.99001,35,5,5,0
cid0000739,1,once-a-week,ethnic,5,186.99001,2,17,3,0
cid0000740,0,once-a-month,healthy,4,51.990002,18,31,5,0
cid0000741,1,once-a-month,convenience,6,47.990002,39,32,3,1
cid0000742,1,twice-a-week,ethnic,6,292.98999,11,0,2,0
cid0000743,1,once-a-month,convenience,3,33.990002,11,0,3,0
cid0000744,1,once-a-month,convenience,3,33.990002,2,56,4,0
cid0000745,1,twice-a-week,convenience,4,199.99001,18,54,3,0
cid0000746,1,once-a-month,healthy,5,57.990002,13,0,3,0
cid0000747,0,twice-a-week,ethnic,2,168.99001,45,31,3,0
cid0000748,1,twice-a-week,convenience,4,199.99001,14,47,3,0
cid0000749,1,once-a-month,convenience,4,39.990002,8,54,2,0
cid0000750,1,once-a-month,healthy,4,51.990002,4,57,4,0
cid0000751,0,once-a-month,convenience,4,39.990002,8,24,3,0
cid0000752,0,once-a-month,ethnic,2,32.990002,52,28,2,0
cid0000753,0,once-a-month,ethnic,3,40.990002,2,4,5,1
cid0000754,0,twice-a-week,ethnic,6,292.98999,10,60,5,0
cid0000755,1,once-a-month,ethnic,6,57.990002,36,6,5,0
cid0000756,1,once-a-month,ethnic,4,47.990002,4,0,4,0
cid0000757,1,once-a-month,convenience,2,27.99,3,47,3,0
cid0000758,0,once-a-week,healthy,6,221.99001,2,18,2,1
cid0000759,1,once-a-month,convenience,2,27.99,15,26,4,0
cid0000760,1,once-a-month,ethnic,4,47.990002,7,0,5,0
cid0000761,0,once-a-month,convenience,6,47.990002,1,60,4,1
cid0000762,1,once-a-month,convenience,3,33.990002,11,61,5,0
cid0000763,1,once-a-month,convenience,3,33.990002,5,48,4,0
cid0000764,1,twice-a-week,healthy,5,289.98999,6,53,5,0
cid0000765,1,once-a-month,healthy,2,35.990002,12,0,2,0
cid0000766,0,once-a-month,convenience,5,43.990002,7,0,3,0
cid0000767,0,once-a-month,convenience,5,43.990002,30,0,2,1
cid0000768,1,once-a-month,convenience,5,43.990002,9,0,1,1
cid0000769,0,twice-a-week,convenience,4,199.99001,2,0,4,0
cid0000770,1,once-a-month,convenience,6,47.990002,4,13,3,0
cid0000771,0,once-a-month,convenience,4,39.990002,2,0,2,0
cid0000772,1,once-a-week,convenience,5,155.99001,13,41,2,0
cid0000773,0,once-a-month,ethnic,3,40.990002,4,0,3,0
cid0000774,1,once-a-month,healthy,4,51.990002,4,59,3,0
cid0000775,0,once-a-month,convenience,3,33.990002,5,24,4,0
cid0000776,0,once-a-month,convenience,5,43.990002,35,34,5,0
